,focal_habitat,sis_habitat,focal_metabolism,sis_metabolism
Enterobacterales_jump4,sediment|NA|sediment|host|host,NA|water|sediment|sediment|host|sediment|NA|sediment|host|sediment|host|host|NA|NA|NA|water|water|water|NA|NA|food|sediment|NA|NA,facultative|NA|facultative|facultative|facultative,NA|NA|facultative|aerobic|facultative|aerobic|NA|facultative|facultative|facultative|aerobic|aerobic|NA|aerobic|NA|facultative|facultative|facultative|anaerobic|NA|NA|facultative|NA|NA
Enterobacterales_jump5,sediment|water,NA|water|NA|sediment|NA|NA|NA|NA|NA|water|water|NA|sediment|water|NA|NA|NA|water|NA|NA|sediment|food|NA|NA|water|NA|NA|NA|NA|water|NA|NA|water|NA|water|NA|NA|host|NA|NA|water|host|NA|NA|NA|water|water|NA|NA|NA|NA|water|NA|NA|water|water|NA|NA|host|host|host|host|host|NA|NA|water|water|NA|NA|NA|sediment|water|sediment|NA|NA|water|water|NA|water|NA|NA|NA|NA|water|NA|water|NA|water|NA|water|NA|NA|water|NA|NA|NA|sediment|NA|host|sediment|NA|NA|host|host|NA|NA|NA|NA|water|water|water,NA|NA,NA|aerobic|NA|facultative|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|aerobic|aerobic|NA|NA|NA|aerobic|NA|NA|facultative|facultative|NA|NA|aerobic|NA|NA|NA|aerobic|aerobic|NA|NA|NA|NA|aerobic|facultative|NA|facultative|NA|NA|aerobic|obligate aerobic|NA|NA|NA|NA|aerobic|NA|NA|NA|NA|aerobic|NA|NA|aerobic|aerobic|NA|NA|facultative|facultative|facultative|facultative|facultative|facultative|NA|obligate aerobic|obligate aerobic|NA|NA|NA|NA|aerobic|aerobic|aerobic|NA|aerobic|aerobic|NA|aerobic|NA|NA|NA|NA|obligate aerobic|NA|NA|NA|aerobic|NA|aerobic|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|facultative|facultative|NA|NA|facultative|facultative|NA|NA|NA|NA|NA|aerobic|aerobic
Enterobacterales_jump6,NA,water|NA|NA|sediment,aerobic,aerobic|NA|NA|facultative
Enterobacterales_jump7,water,host|host|host|host|host,aerobic,facultative|facultative|facultative|facultative|facultative
Enterobacterales_jump8,host|host,NA|sediment|NA|host|sediment|NA|NA|host|host|NA,obligate aerobic|aerobic,NA|NA|NA|facultative|facultative|NA|NA|facultative|facultative|NA
Enterobacterales_jump9,NA|host,NA,NA|aerobic,facultative
Enterobacterales_jump10,host|host,host,NA|facultative,aerobic
Enterobacterales_jump11,host,water|water,aerobic,facultative|aerobic
Enterobacterales_jump12,NA|host|NA|NA|NA|NA|NA|host|host|host,NA|NA|host|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA|NA|microaerophilic|NA
Enterobacterales_jump13,NA,NA,NA,NA
Enterobacterales_jump14,NA,NA,NA,NA
Enterobacterales_jump15,host|NA|NA|host|NA|NA|host|NA|NA|host|host|host|host|host|host|host|host|host|host|host|host|host|host|host|host|NA|host|host|host|host|host|NA,host|NA|host,aerobic|NA|NA|aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,NA|NA|NA
Enterobacterales_jump16,NA|soil|NA|host|NA|host|NA|soil|host|host|NA|host|NA|host|NA|soil,host|host|host|host|host|water|host|host|host|host,NA|aerobic|aerobic|NA|NA|aerobic|NA|aerobic|aerobic|aerobic|NA|facultative|aerobic|facultative|aerobic|NA,facultative|aerobic|aerobic|aerobic|aerobic|aerobic|aerobic|facultative|facultative|facultative
Enterobacterales_jump17,NA,NA,NA,aerobic
Enterobacterales_jump18,NA|NA,host|NA|host|host,NA|NA,aerobic|aerobic|aerobic|aerobic
Betaproteo_jump1,NA,NA|water,NA,NA|aerobic
Betaproteo_jump2,NA,NA|NA|NA,NA,NA|NA|NA
Betaproteo_jump3,host,NA|host|NA|NA|NA|NA|NA|host|sediment|NA|soil|NA|NA|NA|soil|NA|soil|NA|NA|NA|NA|wastewater|NA|NA|soil|NA|NA|NA|NA|rock|NA|NA|NA|soil|NA|NA|NA|NA|NA|NA|NA|NA|host|NA|NA|NA|host|NA|sludge|NA|NA|NA|soil|soil|soil|NA|NA|soil|host|host|host|soil|host|host,NA,NA|aerobic|NA|NA|NA|NA|NA|aerobic|facultative|NA|aerobic|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|NA|aerobic|aerobic|NA|NA|NA|aerobic|NA|aerobic|NA|NA|NA|aerobic|aerobic|aerobic|aerobic|NA|aerobic|aerobic|obligate aerobic|NA|aerobic|microaerophilic|aerobic
Betaproteo_jump4,NA,NA|NA|host|sediment|NA|soil|NA|NA|NA|soil|NA|soil|NA|NA|NA|NA|wastewater|NA|NA|soil|NA|NA|NA|NA|rock|NA|NA|NA|soil|NA|NA|NA|NA|NA|NA|NA|NA|host,NA,NA|NA|aerobic|facultative|NA|aerobic|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|obligate aerobic|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|aerobic|NA|aerobic|aerobic
Betaproteo_jump5,NA,soil,NA,aerobic
Betaproteo_jump6,NA|NA|NA|water|water|water|NA|water|NA|water|NA|NA|host|water,wastewater|host|host|host|host|NA|host|NA|host|soil|host|NA|host|NA|NA|soil|NA|soil|NA|NA|built|soil|NA|host|NA|NA|NA,NA|NA|NA|aerobic|aerobic|NA|NA|aerobic|NA|aerobic|NA|NA|aerobic|aerobic,NA|aerobic|aerobic|aerobic|aerobic|NA|aerobic|NA|aerobic|NA|obligate aerobic|NA|obligate aerobic|NA|NA|aerobic|NA|aerobic|NA|NA|aerobic|NA|NA|aerobic|NA|NA|NA
Betaproteo_jump7,NA|NA,NA|NA|NA|wastewater|sediment|NA|soil|NA|NA|host|NA|water|NA|NA|NA|water|water|NA,NA|NA,NA|NA|NA|aerobic|aerobic|NA|aerobic|NA|aerobic|NA|NA|obligate aerobic|NA|NA|NA|microaerophilic|microaerophilic|aerobic
Betaproteo_jump8,NA|water,water|NA|water|NA|NA|NA|water,NA|NA,facultative|NA|aerobic|NA|NA|NA|aerobic
Betaproteo_jump9,soil,NA,aerobic,NA
Betaproteo_jump10,NA|NA|NA|NA|NA,host|NA|host|sludge|NA|NA|NA|petroleum|soil|soil|NA|host|host|host|rock|NA|host|host|host|host|host|host|host|NA|soil|NA|NA|host|host|NA|NA|host|host|host|NA|NA|NA|NA|soil|compost|NA|host|host|host|host|NA|host|host,NA|NA|NA|NA|NA,aerobic|NA|aerobic|facultative|NA|aerobic|NA|NA|facultative|aerobic|NA|aerobic|NA|aerobic|aerobic|NA|aerobic|aerobic|aerobic|aerobic|aerobic|aerobic|microaerophilic|NA|aerobic|NA|NA|aerobic|aerobic|NA|NA|anaerobic|anaerobic|anaerobic|NA|aerobic|NA|anaerobic|aerobic|obligate aerobic|NA|microaerophilic|aerobic|aerobic|aerobic|aerobic|microaerophilic|microaerophilic
Betaproteo_jump11,NA|NA,soil,NA|NA,aerobic
Betaproteo_jump12,NA|NA|NA,NA,NA|NA|NA,NA
Betaproteo_jump13,soil,water|water|soil,NA,facultative|facultative|aerobic
Betaproteo_jump14,water,soil,facultative,aerobic
Betaproteo_jump15,NA,wastewater|host|NA|NA|sediment|NA|NA|water|water|NA|host|NA|host|NA|host|soil|water|wastewater,NA,aerobic|facultative|NA|facultative|NA|NA|NA|facultative|facultative|NA|NA|NA|aerobic|obligate aerobic|aerobic|obligate aerobic|facultative|aerobic
Betaproteo_jump16,water,wastewater|host,aerobic,aerobic|facultative
Betaproteo_jump17,host|NA|host|NA|host|NA|host|host|host|host|NA|host|host|host|host|NA|NA|host|NA|NA|host|NA|host|NA|host|NA|NA|host|host|host|host|host|NA|host|NA|host,NA|NA|sediment|NA|NA|water|water|NA|host|NA|host|NA|host|soil|water|wastewater,microaerophilic|NA|microaerophilic|NA|microaerophilic|NA|microaerophilic|aerobic|microaerophilic|aerobic|microaerophilic|aerobic|aerobic|aerobic|aerobic|NA|NA|facultative|NA|NA|aerobic|NA|microaerophilic|aerobic|aerobic|NA|NA|aerobic|aerobic|aerobic|aerobic|aerobic|NA|facultative|NA|aerobic,NA|facultative|NA|NA|NA|facultative|facultative|NA|NA|NA|aerobic|obligate aerobic|aerobic|obligate aerobic|facultative|aerobic
Betaproteo_jump18,water|NA|water|NA|water|NA|NA,NA|NA|NA|NA|sediment|sludge|host|water|sediment|sediment|NA|NA|NA|water|NA|NA|NA|NA|NA|NA|sediment|sediment|sediment,NA|NA|aerobic|NA|NA|NA|NA,NA|NA|NA|NA|aerobic|aerobic|NA|NA|facultative|facultative|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|facultative|aerobic|aerobic
Betaproteo_jump19,NA,sediment|sediment,NA,aerobic|aerobic
Betaproteo_jump20,NA,NA|NA,NA,NA|NA
Betaproteo_jump21,NA|NA,NA,NA|NA,anaerobic
Betaproteo_jump22,NA,NA|NA|NA|soil|NA|NA|NA|soil|soil|NA|NA|soil|soil,NA,NA|aerobic|NA|aerobic|NA|NA|NA|aerobic|aerobic|NA|NA|aerobic|aerobic
Betaproteo_jump23,NA,NA|NA|NA|soil|NA|NA|NA|soil|soil|NA|NA|soil|soil,NA,NA|aerobic|NA|aerobic|NA|NA|NA|aerobic|aerobic|NA|NA|aerobic|aerobic
Betaproteo_jump24,NA,NA,NA,NA
